name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
High Tea Perfume Oil,"A very true to tea blend it has the wonderful characteristic of being warming in the winter and cooling in the summer. Infused with lemon, sugar, milk, and that indescribable scent of the best starched linens, High Tea is your antidote to vulgarity. Always right for the moment and universally admired. This is tea at its most Possety. Characteristics: unisex. refreshing, tea, sweet, cooling, summer scent, warming winter scent, foody, gourmand,.",https://possets.com/wp-content/uploads/2007/07/High-Tea-600x600.jpg,Possets,"[""refreshing"", ""tea"", ""sweet"", ""cooling"", ""summer scent"", ""warming winter scent"", ""foody"", ""gourmand""]",[],[],https://possets.com/product/high-tea-perfume-oil/
Draco the Dragon Perfume Oil,"Draco is the dragon constellation in the sky. One can think of dragons as being exceptionally clean and sophisticated animals who (if anything) are a bit demanding of their surroundings. Here is a fragrance that would please even the most persnickety dragon. Fine Chinese tea, spicewood, a small amount of key lime zest, and a bit of lemon pulp. This is a gorgeous and serene blend that you would wear to an expensive spa resort. Very beautiful, cool, and harmonious.",https://possets.com/wp-content/uploads/2014/05/draco-the-dragon-600x600.jpg,Possets,"[""fine chinese tea"", ""spicewood"", ""small amount of key lime zest"", ""bit of lemon pulp""]",[],[],https://possets.com/product/draco-the-dragon-perfume-oil/
The Mink Hairshirt Perfume Oil,"Such delightful torment seems to grow stronger every minute. Oude is the legendary ingredient here, paired along with yuzu peel, a touch of leather, and a kick of chypre. This is grown-up but very playful, the kind of game that kids don't play. They are the kind of games you play when you are really getting down to business in the most irresistible ways.",https://possets.com/wp-content/uploads/2011/09/The-Mink-Hairshirt-1-600x600.jpg,Possets,"[""this is grown-up but very playful"", ""the kind of game that kid don't play""]",[],[],https://possets.com/product/the-mink-hairshirt-perfume-oil/
Arc of Venus Perfume Oil,"The planet Venus makes an arc around the Earth resulting in a tracery of a five-petaled rosette once every eight years! A very neat and beautiful manifestation of Sacred Geometry.  Arc of Venus was created in honor of this celestial rotation. Sexy sandalwood base flirts with oakmoss, a small hint of calendula, ""abstract"" musk, and a bit of sharp grey musk which is seldom used but goes perfectly in this melange. Very grown up and sophisticated with a flirty side that can give your encounters a ""come hither"" edge. There is a very slight animalic side to The Arc of Venus, and that is what makes the perfume so very unusual and attractive.",https://possets.com/wp-content/uploads/2016/05/products-arcofvenus.jpg,Possets,"[""oakmoss"", ""small hint of calendula"", ""\""abstract\"" musk"", ""bit of sharp grey musk which is seldom used but go perfectly in this melange""]",[],[],https://possets.com/product/arc-of-venus-perfume-oil/
Point Perfume Oil,"The second thing created, the smallest and most simple thing of all. The second thing named and one in number. If Void is 0, Point is 1. Comforting but singular, seductive from its cool beginning to its warm and skin-like dry down. The theme of pink grapefruit still runs with Point, but its counterpoints are a glorious musk which is like a bright skin musk but directly beautiful by itself, and a small proportion of an incense-like and glowing ""cool resin"" kind of a special Indian ""green oude"". Fruity-volatile but with an entrancing and winsome oude. Seductive in its beautiful solitude.",https://possets.com/wp-content/uploads/2016/05/products-point.jpg,Possets,"[""the second thing created"", ""the smallest"", ""most simple thing of all""]",[],[],https://possets.com/product/point-perfume-oil/
The Grace of the Posset Perfume Oil,"Samuel Pepys (""Peeps"") spoke about his feelings regarding the ""grace of the Posset"" for a good posset had to have a creamy froth on the top, and that was called the ""grace."" This was something like the foam on a cappuccino. The thicker and more substantial part of the posset lay underneath. So creamy and yummy was the ""grace"" that it needed to be recreated here for you in the spring. Lighter than the Yule Posset but with a sweet and insinuating creaminess, cut with enough non-sweet parts to make it a succulent wonder. Ah, take one out of doors with yourself and indulge.",https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""ah"", ""take one out of door"", ""yourself"", ""indulge""]",[],[],https://possets.com/product/the-grace-of-the-posset-perfume-oil/
Thaw Perfume Oil,"This is the scent which says that things are finally warming up and the world won't be locked in the ice embrace any more. Perfume and a heady mix of big flowers, Thaw says in scent what you are thinking as you see your sweetie coming toward you in the good strong new sunlight. Thaw is for men and women, honeyed in many ways, sweet but not overly so in the foody department. Foody, dry, minty.",https://possets.com/wp-content/uploads/2008/03/Thaw-600x600.jpg,Possets,"[""thaw is for man"", ""woman"", ""honeyed in many way"", ""sweet but not overly so in the foody department""]",[],[],https://possets.com/product/thaw-perfume-oil/
HopHead (Unknown) Perfume Oil,"Very nervous people love this blend, it calms you down and leaves you very mellow. Coffee in its most perfectly beautiful form is dropped into five ambers which range from sweet to dry. This combination will give you a nosegasm. Gourmandy and very beautiful.",https://possets.com/wp-content/uploads/2014/10/Hophead-600x600.jpg,Possets,"[""very nervous person love this blend"", ""it calm you down"", ""leaf you very mellow""]",[],[],https://possets.com/product/hophead-unknown-perfume-oil/
Asmita Perfume Oil,"Possets has teamed up with the non-profit To The Ends Of The Earth which is dedicated to helping emancipate and reintegrate women and girls who have been sex trafficked in Nepal. 30% of sales for each of these blends will go directly to support TTEOTE's work. We hope you will help in this important cause with a purchase of one or more of these blends! Asmita means Pride in Nepali. Asmita Perfume Oil is a beautiful combination of Pink Grapefruit, Black Pepper, Sandalwood, and Patchouli.",https://possets.com/wp-content/uploads/2021/07/Asmita-600x600.jpg,Possets,"[""asmita perfume oil is a beautiful combination of pink grapefruit"", ""black pepper"", ""sandalwood"", ""patchouli""]",[],[],https://possets.com/product/asmita-perfume-oil/
Over-the-Rhine Perfume Oil,"One of the oldest neighborhoods and most diverse in Cincinnati, Over-the-Rhine is where artists rub shoulders with inner city dwellers and businessmen hustle their way through lawyers and clients. Police and priests, journalists and corporate headquarters types moving to and fro in a city where they swear nothing ever changes, but you know it does in amazing ways. Characteristics: spicy, warm, unisex, resinous.",https://possets.com/wp-content/uploads/2007/07/OverTheRhine-600x600.jpg,Possets,"[""characteristic: spicy"", ""warm"", ""unisex"", ""resinous""]",[],[],https://possets.com/product/over-the-rhine-rev-1-perfume-oil/
Stewart Perfume Oil,"Dashing, masculine, irresistible to the ladies or to just anyone else indeed. Black agarwood and light leather, sandalwood and buffed mahogany. Sophisticated seething sexuality.",https://possets.com/wp-content/uploads/2010/05/Stewart-600x600.jpg,Possets,"[""dashing"", ""masculine"", ""irresistible to the lady or to just anyone else indeed""]",[],[],https://possets.com/product/stewart-perfume-oil/
Final Snow Perfume Oil,"Refreshing and a bit wistful, sweet and pretty but with an edge, Final Snow marks where the cool and warm fragrances converge. This is more of snow in a stronger sun with a bit of mint and a bit of water as it melts away. This one is still pretty wintery but it's starting to be a warm watery scent rather than an icy cold one. Unisex, semi-sweet, watery, refreshing. Minty, dry, herbal.",https://possets.com/wp-content/uploads/2008/03/Last-Snow-600x600.jpg,Possets,"[""unisex"", ""semi-sweet"", ""watery"", ""refreshing""]",[],[],https://possets.com/product/final-snow-perfume-oil/
Field of Reeds Perfume Oil(Rev.1),"Relief and relaxation, paradise Egyptian style. Sweet sandalwood and two ambers, a touch of wood for reeds, and a kiss of golden musk, black pepper married with a drop of labdanum and this conjures the eternal happy golden light in which the elect must have bathed every day. A smooth and resinous sweet blend but with enough of the spice kick of a modern perfume to escape being downright primitive.",https://possets.com/wp-content/uploads/2012/09/Field-of-Reeds-600x594.jpg,Possets,"[""relief"", ""relaxation"", ""paradise egyptian style""]",[],[],https://possets.com/product/field-of-reeds-perfume-oil/
Perkin (The Cook’s Tale) Perfume Oil,This is actually a fragment of a tale of sexual hijinks. A canny and toothsome blend of pineapple and the smoothest of custards dripping with cream and vanilla. The tangy sourness of an exotic fruit along with the comfort of a nursery favorite. Simple and lovely. Type: foody,https://possets.com/wp-content/uploads/2012/03/Perkin-600x600.jpg,Possets,"[""cream"", ""vanilla""]",[],[],https://possets.com/product/perkin-the-cook-s-tale-perfume-oil/
Opulentia Perfume Oil,"Peach and carnation, a bit of crystal musk, and a very small amount of ginger (just to mellow this out and not to play anything like a major role in it). A scrumptiously beautiful blend, plush and opulent but still right for a bit of play. Inspired by the goddess of all good things.",https://possets.com/wp-content/uploads/2011/04/Opulentia-600x600.jpg,Possets,"[""scrumptiously beautiful blend"", ""plush"", ""opulent but still right for a bit of play""]",[],[],https://possets.com/product/opulentia-perfume-oil/
Patient Griselda (The Clerk’s Tale) Perfume Oil,"The Clerk tells a tale of Patient Grizelda who suffers mightily as her husband tests her goodness by taking away her children, abandoning her, and treating her in the worst way while Grizelda bears all with humility. Dry and dignified yet beautiful and desirable, Patient Grizelda embodies all of the traits that the tale gave her. Violet for humility, iris for courage, sandalwood for patience (because it is long-lasting), and finally sweet flag for something which shows its true nature when trodden upon. Sort of a poem in perfume to the concept of a woman who has to endure in the face of almost unbearable suffering. One of the most often told of the tales, a gorgeous perfume and very very springlike. Another flower hater's floral from Possets! Type: floral",https://possets.com/wp-content/uploads/2016/05/products-clerk.jpg,Possets,"[""dry"", ""dignified yet beautiful"", ""desirable"", ""patient grizelda embody all of the trait that the tale gave her""]",[],[],https://possets.com/product/patient-griselda-the-clerk-s-tale-perfume-oil/
Iowa Perfume Oil,"A daring fragrance, this one starts out with a crystallized vanilla, a hint of turbinado sugar, and a large dose of an accord based on wheat (there is no wheat in it, it's the essence of the fragrance of wheat blossoms), and a small amount of a whiskey-like addition. Very comforting and sweet but dry as well. It is a real morpher and it will change considerably on anyone who wears it. Named after a state with is noted for comfort rather than cutting edge, this fragrance may fool you just like the real place! Iowa busts all of the myths about it's being staid. It's wild. Very much like having a passionate fling in a cornfield. Perfect for fall.",https://possets.com/wp-content/uploads/2011/09/iowa-1-600x586.jpg,Possets,"[""d for comfort rather than cutting edge"", ""this fragrance may fool you just like the real place! iowa bust all of the myth about it's being staid""]",[],[],https://possets.com/product/iowa-perfume-oil/
Ouija Perfume Oil,"Notes from the dead floating in in the nicest way. Calming cedar and rosewood, black vanilla, fat vanilla, and a touch of rose to give it a sweet side, black silk scent, and a touch of coriander. This is a beautiful classic woody scent just perfect for those who don't usually care for wood. The rose background give it just the right lift and keeps it from beng too heavy and cloying. Black chiffon is a ""code name"" for an excellent musk we mix in the Possetorium and keep for special occasions, it has a fabric-like fragrance.",https://possets.com/wp-content/uploads/2015/09/Ouija.jpg,Possets,"[""from the dead floating in in the nicest way""]",[],[],https://possets.com/product/ouija-perfume-oil/
Sorrow Perfume Oil,"Sorrow Perfume Oil is a classic chypre made in modern times. It is more like Bandit than any other blend, but not leathery. This is the perfect balance of bergamot and oakmoss and a top note of galbanum (which adds a stately and beautifully melancholy edge to Sorrow). Classic, well-bred, perfectly pitched for all occasions, and quietly sexy as it can be. Try Sorrow; it is the heart of a grand and serious perfume.",https://possets.com/wp-content/uploads/2011/10/sorrow-transformed-600x600.jpeg,Possets,"[""of galbanum (which add a stately"", ""beautifully melancholy edge to sorrow)""]",[],[],https://possets.com/product/sorrow-perfume-oil/
Flying Horse (Chinese Bronze) Perfume Oil,"One of the greatest sculptures in the world, the Chinese Flying Horse illustrates literal and figurative interpretive abstraction as it can be when practiced by a master. The grace and speed, ease, and geometry of the horse are captured in this small bronze statue. Bamboo (green cool and delightful) combined with grated ginger. A background of green tea and luan wood. This is a blend of high-keyed ingredients tending to the green side of the scent spectrum rather than the golden earthier side. Buried deep in the mix is a white floral note which is necessary to keep the mix from becoming too bracing. Refreshing and pure, this formula came very close to being a natural blend and has a compelling heritage because of it. Beautiful.",https://possets.com/wp-content/uploads/2015/06/flying-horse-2-600x600.jpg,Possets,"[""which is necessary to keep the mix from becoming too bracing""]",[],[],https://possets.com/product/flying-horse-chinese-bronze-perfume-oil/
3:5:8 Perfume Oil,"The perfect proportion. The balance is divine. This perfume is also balanced among its many components so that it could not need anything more. Characterized as insidious and sultry. The darkest of all aged black musks(very special and only obtainable in small quantities). A gleaming Dry smokey vanilla which almost is something other than vanilla, it is so complex. Finally, it is all finished off with a very light dusting of precious jasmine, but not stinky at all. A deep, sexual Tantric fragrance.",https://possets.com/wp-content/uploads/2016/05/products-3_5_8.jpg,Possets,"[""finally"", ""it is all finished off"", ""very light dusting of precious jasmine"", ""but not stinky at all""]",[],[],https://possets.com/product/3-5-8-perfume-oil/
Cucumbre Perfume Oil,"Introducing Cucumbre Perfume Oil: Cucumber combined with the ancient blend named Chypre after the island of Cyprus. A captivating fragrance where the crisp essence of cucumber takes center stage, enhanced with a traditional Chypre blend of bergamot, patchouli, oakmoss, and labdanum, Cucumbre offers a refreshing and sophisticated fragrance that celebrates the allure of nature's green Summer gem. Cucumbre is an alluring, fresh, and sophisticated blend appropriate for a picnic or a romantic, candlelit dinner. An instant classic!",https://possets.com/wp-content/uploads/2023/06/cucumber-painting-2-600x600.png,Possets,"[""cucumbre is an alluring"", ""fresh"", ""sophisticated blend appropriate for a picnic or a romantic"", ""candlelit dinner""]",[],[],https://possets.com/product/cucumbre-perfume-oil/
St. Cecelia (The Second Nun’s Tale) Perfume Oil,"A bed of roses which befits the odor of sanctity in the blend commemorating the martyrdom of St. Cecelia in the 2nd Nun's Tale. Also it's a commemoration of a David Austin ""myrrh scented"" rose called St. Cecelia! Myrrh is part of this blend, along with a small amount of oude. A lovely sort of a blend for a bright blue day in spring. Type: floral, incense",https://possets.com/wp-content/uploads/2012/03/St-Cecilia-1-600x600.jpg,Possets,"[""cecelia! myrrh is part of this blend"", ""along"", ""small amount of oude""]",[],[],https://possets.com/product/st-cecelia-the-second-nun-s-tale-perfume-oil/
Lavender Pepys Perfume Oil,"Lavender is one of the main ingredients in Provencal French cooking, one of the Grand Herbs. Yes, there have been candies made with lavender in the past. Pastilles usually, but when you mix that clean and innocent smell with something devilish like marshmallow and other goodies, then you have a real sinful thing to enjoy after a long dry season of denial. Explore and indulge in this marvel of originality and divinely strange pairings. Even though this is sweet and delicious, it manages to keep a lightness and from veering too far into the foody territory.",https://possets.com/wp-content/uploads/2010/03/lavenderpepys-600x703.jpg,Possets,"[""lavender is one of the main ingredient in provencal french cooking"", ""one of the grand herb""]",[],[],https://possets.com/product/pepys-lavender-pepys-perfume-oil/
Terra Diurna (The Earth In Daylight) Perfume Oil,Some of the most wonderful fragrances associated with daylight outdoors in the spring. The scent of warm red shiny strawberries flirts with the fragrance of pinks and the two hues flirt with each other as well. A slight bit of greenery and a sparkle of water completes this olfactory sketch of the delights of the beginning of the growing season. Very nice for workouts as well as nights out.,https://possets.com/wp-content/uploads/2011/04/Terra-Diurna-600x600.jpg,Possets,"[""the fragrance of pink"", ""the two hue flirt"", ""each other as well""]",[],[],https://possets.com/product/terra-diurna-the-earth-in-daylight-perfume-oil/
Gingerbread Whorehouse Perfume Oil,"Delighting adults since 2007 in the best and most childish way. Very foody, very sweet, very sexy. This is European Gingerbread given an American Cajun jolt with the spices: ginger, black pepper (!), clove, cinnamon, coriander, and a kiss of pink pepper. It's sweet but not cloying, cake-like but not too soft. It has a bite (but you would expect no less). This one was perfect right from the start and has remained so during the history of Possets. Sweet, foody, gourmand, spicy.",https://possets.com/wp-content/uploads/2007/12/products-gingerbreadwhorehouse-transformed-600x600.jpg,Possets,"[""sweet"", ""foody"", ""gourmand"", ""spicy""]",[],[],https://possets.com/product/gingerbread-whorehouse-perfume-oil/
Lavender Girl-Dry Perfume Oil,"This is reminiscent of the painting, which used to be on the side of sachets of lavender that was available from a famous English company. They showed a lady with a trug of lavender blossoms, selling them in the street. She always looked so serene, and that is the way lavender makes one feel. In this blend, the famous lavender of Possets is put with a kiss of its cousin, mint. The combination is exhilarating and yet calming at the same time. A beauty you will want to take to bed with you every night. This one never cloys and is always fresh and new.",https://possets.com/wp-content/uploads/2015/02/Lavender-Girl-e1666311419228-600x600.png,Possets,"[""in this blend"", ""the famous lavender of posset is put"", ""kiss of it cousin"", ""mint""]",[],[],https://possets.com/product/lavender-girl-dry-perfume-oil/
Pavane (Faure) Perfume Oil,"The Pavane was a dance performed by nobility long ago. It was usually marked with catty and witty remarks made by and around couples, that feel is caught nicely in the lyrics of this lovely melody. Great jealousy and lust were part of the dance which paraded couples past each other so that romantic wounds could be reopened and hearts rebroken. Here are the lyrics to Faure's Pavane: It’s Lindor! It’s Tircis! And all our conquerors! It’s Myrtil! it’s Lydé! The queens of our hearts! How provocative they are, how forever proud! How they dare reign over our destinies and our lives! Watch out! Keep to the measure! O the mortal injury! The cadence is not so slow! And the fall more certain! We’ll tone down their chatter! Soon we’ll be their lackeys! How ugly they are! Sweet faces! How madcap they are! Coquettish airs! And it’s always the same! And will be so always! They adore one another! They hate one another! They curse their loves! Farewell, Myrtil! Eglé! Chloe! Mocking demons! Farewell and good days to the tyrants of our hearts! Silver Cardamom, the sweetest of the strains of cardamom (something nice enough to put in a pasha's coffee) and the exquisite Silver base for which Possets is famous. Add a tot of artemesia, and a pinch of coumarin and the result is a fabulously gourmand to tempt even those on a diet against the gourmand world. This is a passionate thing yet something you will wear with a smile.",https://possets.com/wp-content/uploads/2016/05/products-panandpsyche.jpg,Possets,"[""catty"", ""witty remark made by"", ""around couple"", ""that feel is caught nicely in the lyric of this lovely melody""]",[],[],https://possets.com/product/pavane-faure-perfume-oil/
Bear Lake Shake-Utah- Perfume Oil,"Many years ago Fabienne and Gordon visited Bear Lake in Utah. It was raspberry season and they were lucky enough to try a local confection, a raspberry milkshake made with berries picked that day. They took it to a picnic table near to the kiosk where they bought the shake. Amid the scent of the summer sun hitting the mountain lake, crystalline air, the milky raspberry shakes cooled and comforted them. She recreated that idyll here. Type: Fruity, creamy, foody, gourmand.",https://possets.com/wp-content/uploads/2008/05/bear-lake-shake-utah-600x582.jpg,Possets,"[""type: fruity"", ""creamy"", ""foody"", ""gourmand""]",[],[],https://possets.com/product/bear-lake-shake-utah-perfume-oil/
Silver Roses Perfume Oil,"The fabulous ""silver"" base is now spun with some of the classiest rose accords and ottos we have ever encountered. The result is sheer magic. If you are a rose lover you must try Silver Roses. A perennial favorite. Characteristics: Floral, vanilla, charming, scent locket, feminine, home scent, long lasting. *Oil is bottled in cobalt blue glass bottles, not the silver bottle pictured.",https://possets.com/wp-content/uploads/2007/06/silverroses-600x604.jpg,Possets,"[""characteristic: floral"", ""vanilla"", ""charming"", ""scent locket"", ""feminine"", ""home scent"", ""long lasting""]",[],[],https://possets.com/product/silver-roses-perfume-oil/
Sweet New England-Vermont- Perfume Oil,"When you think of Vermont, you think of Ben and Jerry's, maple syrup, a comfortable place which is endlessly fascinating. The Possets version of Vermont is sweet and very smooth but not cloying. Slightly herbal, shot of lime, with a thick overlay of part of the smell of maple syrup. Yummy. Foody, gourmand, fruity, sweet.",https://possets.com/wp-content/uploads/2008/05/vermont-600x600.jpg,Possets,"[""foody"", ""gourmand"", ""fruity"", ""sweet""]",[],[],https://possets.com/product/sweet-new-england-vermont-perfume-oil/
Reason (Rev. 1) Perfume Oil,"A reformulation and a good one, too! Five vanillas and three toffees and a big glop of butter and cream on it all. Whereas chocolate lovers have the luxury of their favorite treat available to them in a bar,  vanilla-ites have to go through lots of exercises to enjoy their obsession. Reason will make you feel totally catered to, with vanilla on top of vanilla with a very gooey and butter laden liquid toffee encapsulation. Unbelievable. This is really strong, really concentrated vanilla in so many of it's incarnations that you might very well o.d. on it. Be advised, there really isn't anything remotely reasonable about Reason but it is insanely good. The image is a detail of Durer's woodcut ""Philosophia"" which depicts Lady Philosophy .",https://possets.com/wp-content/uploads/2009/01/reason-600x600.jpg,Possets,"[""this is really strong"", ""really concentrated vanilla in so many of it's incarnation that you might very well o""]",[],[],https://possets.com/product/reason-rev-1-perfume-oil/
Water Lilies (Monet) Perfume Oil,"Famous Monet's water lilies are divine, beautiful, and made of the finest spun colors. Possets has tried to recreate them in perfume,  fit for summer. The flowers are a light pink and are very sweet, the water is clear and calm and fresh. We imagine a fine day, a bit warm, which makes being by the edge of the lake that much more charming. Like the waft that you get in the day of the flowers surrounding you. Floral and aquatic.",https://possets.com/wp-content/uploads/2016/05/products-waterlilies-600x599.jpg,Possets,"[""famous monet's water lily are divine"", ""beautiful"", ""made of the finest spun color""]",[],[],https://possets.com/product/water-lilies-monet-perfume-oil/
Wings of an Angel Perfume Oil,"This is the evolution of the much loved, but discontinued Scent of Angels, and in many ways it is superior. Hawthorn, white musk, a touch of ethereal mintiness, gorgeous regal vanilla Bourbon. An instant classic.",https://possets.com/wp-content/uploads/2014/02/Wings-of-an-Angel-600x600.jpg,Possets,"[""hawthorn"", ""white musk"", ""touch of ethereal mintiness"", ""gorgeous regal vanilla bourbon""]",[],[],https://possets.com/product/wings-of-an-angel-perfume-oil/
Portrait of a Lady Perfume Oil,Fabienne's mother adored a good rose perfume. She declared that men just loved it and she always got compliments on it wherever she went. A combination of lovely cupped old roses and modern florist's roses combined with that unique scent of wet stone for balance. She also loved a stone-like scent and this one would have been a favorite of hers. Floral,https://possets.com/wp-content/uploads/2015/04/Portrait-of-a-Lady-600x600.jpg,Possets,[],[],[],https://possets.com/product/portrait-of-a-lady-perfume-oil/
Scent From Heaven Perfume Oil,"A friend of Possets commissioned this fragrance for his wife's birthday. When she received it, she named it ""Scent From Heaven,"" which we decided to keep! This is an exquisite fragrance that is sophisticated and elegant. It will work for everyday wear as well as any formal occasion. Notes: tuberose, jasmine, peach, iris, gardenia, apricot, ambergris, coriander, balsam, and red musk.",https://possets.com/wp-content/uploads/2020/04/Scent-From-Heaven-600x600.jpg,Possets,"[""tuberose"", ""jasmine"", ""peach"", ""iris"", ""gardenia"", ""apricot"", ""ambergris"", ""coriander"", ""balsam"", ""red musk""]",[],[],https://possets.com/product/scent-from-heaven-perfume-oil/
Betelgeuse Perfume Oil,"Everyone loves the name Betelgeuse (pronounced ""Beetle-Juice""). However, since it is funny in English and a real star, Possets made a perfume from it so you could tell your friends you are wearing Beetle Juice. Beetle juice should be green, so there are a lot of green scents, chlorophyll, and outdoorsy leafy accords, BUT since the real star is red, we thought a bit of red fruit would go nicely here to leaven out the greenness and bring it all back into perspective. The parts did align to make a bigger whole than its parts.",https://possets.com/wp-content/uploads/2014/05/products-betel-transformed-600x600.jpg,Possets,[],[],[],https://possets.com/product/betelgeuse-perfume-oil/
Venus Black Perfume Oil Rev. 1,"A grand and very very sensual scent. Black in the most sophisticated way. Considered one of the colors, its working name was Mars' Black but it is so wonderfully feminine that there is no way that it could be named after the god of war, it should be named after the goddess of love. The Blackest musk flirts with a float of black pepper, a shot of dark sweet pear, and the smallest amount of sage and non-stinky narcissus for tingle. One not to be missed. Dry, musky, spicy.",https://possets.com/wp-content/uploads/2008/12/venus-black-600x598.jpg,Possets,"[""dry"", ""musky"", ""spicy""]",[],[],https://possets.com/product/venus-black-perfume-oil/
Silver Carnations Perfume Oil (Rev. 1),"Long lasting and just beautiful from the start, Silver Carnations stays true from the first moment until the last. The ""silver"" part that you love combined with the spice and flower carnation that you will love. A winner. *Oil is bottled in cobalt blue glass bottles, not the silver bottle pictured.",https://possets.com/wp-content/uploads/2007/12/silvercarnations-600x604.jpg,Possets,"[""long lasting"", ""just beautiful from the start"", ""silver carnation stay true from the first moment until the last""]",[],[],https://possets.com/product/silver-carnations-perfume-oil/
Easter Grass Perfume Oil,"Sweet, simple, and filled with electricity. This is the smell of the inside of the Easter Basket combined with what happens when you open the windows on a beautiful, beautiful day. Mmmmm, that scent greets you only once a year. Dandelions and two vanillas dominate this delicious blend.",https://possets.com/wp-content/uploads/2010/03/Easter-Grass-1-600x600.jpg,Possets,"[""sweet"", ""simple"", ""filled"", ""electricity""]",[],[],https://possets.com/product/easter-grass-perfume-oil/
Pepys-Yellow Pepys Perfume Oil,"Yes, we all know and believe what the plain original yellow ones taste like. We have had them forever and ever but if you get really lucky you can actually start to refine your appreciation for these Pascal confections and start to pick out the nuanced fruit notes abiding in their lurid yellow exteriors. There might be a whiff of banana and a slight zest of lemon which pairs up so nicely with the marshmallows underneath it all holding it together and keeping it in the family. These fragrances are named after the esteemed journalist of the 17th century in London, Samuel Pepys. The image is of Pepys as a young man. His name is pronounced ""peeps"" and his writings on a variety of subjects is instructive, historically fascinating, and at times very funny, scary, witty and very worth reading.",https://possets.com/wp-content/uploads/2010/03/Yellow-Pepys-600x600.jpg,Possets,"[""abiding in their lurid yellow exterior""]",[],[],https://possets.com/product/pepys-yellow-pepys-perfume-oil/
Solid Gold Bangles Perfume Oil,"Solid Gold Bangles Perfume Oil is a luxurious blend of light pomegranate syrup, golden sweet musk, sandalwood, and pear. It's a fruity, musky, and golden fragrance perfect for any occasion. With its seductive base and bright, fruity notes, this perfume oil will leave you feeling confident and radiant all day long.",https://possets.com/wp-content/uploads/2015/04/Solid-Gold-Bangles.jpg,Possets,"[""this perfume oil will leave you feeling confident"", ""radiant all day long""]",[],[],https://possets.com/product/solid-gold-bangles-perfume-oil/
Cri de Coeur (Cry of the Heart) Perfume Oil,"This fragrance is an absolute stunner, a true Posset with ample lashings of Vanilla, nougat, coconut, sweet musk, tobacco flower, swirling cotton, a drop of nag champa, chypre, black musk, and sugar cane. There is the essence of a magnificent dragon's blood, a small amount of lime, and lime blossom. This is quite a complex beauty. Very sweet without being totally foody, long-lasting, and strong.",https://possets.com/wp-content/uploads/2010/01/Cri-de-Couer-600x600.png,Possets,"[""there is the essence of a magnificent dragon's blood"", ""small amount of lime"", ""lime blossom""]",[],[],https://possets.com/product/cri-de-coeur-cry-of-the-heart-perfume-oil/
Mrs. Rabbit’s Carrot Cake Perfume Oil,"No wonder Mrs. Rabbit has all those children, with cake this delicious she has managed to make love slaves of every male bunny in the bunnyhood. The most moist and vanilla drenched melting cake shot through with sugar encrusted rum kissed currents and golden raisins (which crunch in your mouth) and crowned with the richest butter filled sour cream and ricotta frosting and trimmed with tiny spun sugar carrots, and grass. This stuff is just ineffable. Try it yourself. Ahhhhh.",https://possets.com/wp-content/uploads/2009/04/MrsRabbitsCarrotCake-600x600.jpg,Possets,"[""sugar encrusted rum kissed current"", ""golden raisin (which crunch in your mouth)"", ""crowned"", ""the richest butter filled sour cream"", ""ricotta frosting"", ""trimmed"", ""tiny spun sugar carrot"", ""grass""]",[],[],https://possets.com/product/mrs-rabbit-s-carrot-cake-perfume-oil/
Constable’s Clouds Perfume Oil,"Nothing so captures the blessed warm wind of March like Constable's Clouds. Puffy, scudding, wonderfully fresh, and filled with the very breath of way early spring. Zingy and uplifting, this will make you zestfully focus or be swept away in a curl of happy exuberance. Wonderfully well balanced, perfectly suitable for man or woman, daylike and vigorous. Strong sage tea is smoothed by a peachy addition. A bit of sugar evens out the mix. It will inspire you to go out and paint with your pochade box! The image is one of Constable's landscapes featuring clouds. He was the master of Skying.",https://possets.com/wp-content/uploads/2010/03/Constables-Clouds-1-600x600.jpg,Possets,"[""puffy"", ""scudding"", ""wonderfully fresh"", ""filled"", ""the very breath of way early spring""]",[],[],https://possets.com/product/constable-s-clouds-perfume-oil/
Silver Ginger Perfume Oil,"This is the marriage of Possets' legendary ginger and Silver and here it is. It's not your average over-lemony kitchen ginger. No, this one is a very smooth and sweet but alluring concoction pushed with just the right amount of aromatics and that wonderful silver base which makes everything heavenly. We think you will like this special and frothy recipe. *Oil is bottled in cobalt blue glass bottles, not the silver bottle pictured.",https://possets.com/wp-content/uploads/2010/01/silverginger-600x604.jpg,Possets,"[""*oil is bottled in cobalt blue glass bottle"", ""not the silver bottle pictured""]",[],[],https://possets.com/product/silver-ginger-perfume-oil/
Pepys-Green Pepys Perfume Oil,"A bit of the sweetest and least volatile of mints combined with a bit bit bit of lime and a great big slath of melted marshmallow for openers. This one proves that just because something is green, that doesn't mean it's good for you. But it does smell so so very good.",https://possets.com/wp-content/uploads/2010/03/Green-Pepys-600x600.jpg,Possets,"[""this one prof that just because something is green"", ""that doesn't mean it's good for you""]",[],[],https://possets.com/product/pepys-green-pepys-perfume-oil/
